media_group_id,country,project,media_article_0,media_article_1,media_article_2,media_article_3,media_article_4,media_article_5,media_article_6,media_article_7,media_article_8,media_article_9,media_article_10,media_article_11,media_article_12,media_article_13,media_article_14,media_article_15,media_article_16,media_article_17,media_article_18,media_article_19,media_article_20,media_article_21,media_article_22,media_article_23,media_article_24,media_article_25,media_article_26,media_article_27,media_article_28,media_article_29,media_article_30,media_label_0,media_label_1,media_label_2,media_label_3,media_label_4,media_label_5,media_label_6,media_label_7,media_label_8,media_label_9,media_label_10,media_label_11,media_label_12,media_label_13,media_label_14,media_label_15,media_label_16,media_label_17,media_label_18,media_label_19,media_label_20,media_label_21,media_label_22,media_label_23,media_label_24
kmeans_augmented_c6_g4,6,media,Chinese Wikipedia,Al Jazeera English,Mondo TV,Rediffusion,Al Mayadeen,Station identification,Le Monde,BeIN Channels Network,Bouygues,De Telegraaf,Ofcom,Guardian Media Group,Dentsu Aegis Network,IHS Markit,Diapers,"Tony Hall, Baron Hall of Birkenhead",MediaCityUK,Pier Silvio Berlusconi,Media freedom in Russia,NOS (Portuguese media company),Asia-Pacific Broadcasting Union,Fairfax Media,Sunday Mirror,Commercial broadcasting,Al Arabiya,Skai TV,Bauer Media Group,BBC,Anadolu Agency,Media of Russia,Television in Russia,bbc,united kingdom,edition,reference,government,london,service,broadcast,reporters without borders,establishments in europe by year,tv,media,media in europe by country,regional,radio,newspaper,radio station,news,establishments by year and country,bbc,serve,establishments by country and year,media by country,community,group
kmeans_augmented_c5_g1,5,media,LGBT rights in Pakistan,Film producer,Screen International,Documentary film,Subliminal stimuli,La Academia,Captain Future,YouTube Rewind,Mixtape,Self-publishing,Demi's Birthday Suit,Dannielynn Birkhead paternity case,Heart (symbol),The Factory,Bumper (broadcasting),David Lean,Magneto in other media,Suspension of disbelief,Future Shock,Home video,Dolly grip,Groucho Club,Jawed Karim,Quiz,Chris Crocker,Script supervisor,Organization for Transformative Works,Vessel (website),Panavision,Production coordinator,Stock sound effect,abc,music,released,character,youtube,broadcasting,,entertainment occupations,jazz,years,fox,film,film,features,,arts,april,programme,films,film theory,screenplay,production,entertainment,artists,filmmaking
kmeans_plain_c2_g18,2,media,VidCon,Howard Hughes,Mainstream,Emma Freud,Watershed (broadcasting),Production assistant,Kirsty Gallacher,Zoo TV Tour,Vessel (website),Creative director,Terminal 5 (venue),Entertainment,Hotel Transylvania (franchise),Key grip,Street performance,Commercial art,Directors Guild of America,Movie star,Lmao,Grip (job),Galaxy Science Fiction,The Factory,From The Doctor to my son Thomas,Virgin EMI Records,Film,Camera operator,Jayne Mansfield-Sophia Loren photo,Vevo,Primetime Emmy Award for Outstanding Animated Program,Vision (Marvel Comics),Travel documentary,broadcasting,music,released,filmmaking,,entertainment,youtube,filmmaking,years,films,character,april,features,,film theory,production,artists,abc,film,screenplay,film,jazz,arts,programme,fox
LDA_c0_g6,0,media,Yomiuri Shimbun,Sunday Mirror,Ladies' Home Journal,Hindustan Times,Die Welt,Tabloid journalism,Zine,Incipit,Magazine,Haymarket Media Group,Self-publishing,Rajasthan Patrika,The Times Group,Magneto in other media,Postmedia Network,National Post,The Jerusalem Post,The Independent,Ei Samay Sangbadpatra,De Telegraaf,Newsweek,History of newspaper publishing,Bartaman,Mac n' Cheetos,Berliner (format),Prothom Alo,Anandabazar Patrika,Toronto Star,Galaxy Science Fiction,Killing Jesus,Jean Grey in other media,,newspaper of record,weekly newspaper,establishments by year,publications by decade of establishment,publisher,newspaper stubs,broadsheet,circulation,news,newspapers,newspapers by country,published,magazine,newspapers,publish,,,,,paper,,newspaper,editor,publication
kmeans_augmented_c4_g0,4,media,Subhash Chandra,Media of India,Star Jalsha,Zee Business,Punjab Kesari,Navbharat Times,CNBC Awaaz,Sahara India Pariwar,Newspaper,HT Media,Pakistan Electronic Media Regulatory Authority,ABP News,NDTV,Ei Samay Sangbadpatra,TEN Cricket,Times Now,Sun TV Network,Maharashtra Times,Zee Bangla,Eros Now,Mistake,Gujarat Samachar,NDTV India,Hindustan (newspaper),Dainik Bhaskar,India News,News Nation,Pakistan Remote Sensing Satellite,Sony Aath,The Times of India,ABP Ananda,hindi,editorial,india,law,channels,delhi,launched,mumbai,media in india by medium,,news media of india,,national,references,hindi,political,,pakistan,media in india by city,washington post,india,indian,media companies of india,english,media in india
LDA_c1_g5,1,media,World news,Media portrayal of the Ukrainian crisis,Concentration of media ownership,Zee 24 Ghanta,Asia-Pacific Broadcasting Union,Gazprom-Media,Women in journalism,European Broadcasting Union,TASS,Zee Business,Media of Turkey,Yle,Axel Springer SE,Zee Entertainment Enterprises,Zee TV,Voice of Russia,Independent Press Standards Organisation,Rossiya Segodnya,Alexander Lebedev,Media of Russia,All-Russia State Television and Radio Broadcasting Company,Media conglomerate,Bleach,Censorship in Turkey,Grupo Globo,Russia Insider,Interfax,Rossiya Segodnya,Pier Silvio Berlusconi,Media freedom in Russia,Anadolu Agency,country,cultural media,journalist,woman,medium,academic journal,press,media,freedom,,government,journalists,sage publications,,culture by country,communications by country,freedom house,russian,news agency,mass media by location,news_agency,media by country,reporters without borders,,
LDA_c6_g49,6,media,Reuters Group,D B Corp Ltd.,Dubai Media City,CNN en Español,YTV (TV channel),Timeline of social media,Sony Aath,BBC News (TV channel),Project Chanology,NOS (Portuguese media company),Rediffusion,BeIN Channels Network,Ed Schultz,Subhash Chandra,Univision Deportes Network,Rush Limbaugh–Sandra Fluke controversy,Fox Business Network,History of Fox News,Paid news in India,Lagardère Group,Network18 Group,E!,Defy Media,Al Jazeera English,National Herald corruption case,Media of India,Bumper (broadcasting),CBS,News Corporation (1980–2013),El Rey Network,,television networks by country,network,,india,,news,pay television,cable television,media companies by country,launched,,channel,tv,united states,,youtube,company,service,,television by year,television by country,media companies by year of establishment,,programming,broadcast
LDA_c6_g0,6,media,Big Think,Fox Corporation,VidCon,Movies Anywhere,Sun TV Network,Fox News,Rush Limbaugh–Sandra Fluke controversy,Country code top-level domain,ABC News,IAC (company),Al Mayadeen,Bloomberg Radio,Zee Bangla,NBCUniversal,Sony Aath,E. W. Scripps Company,Guardian Media Group,Nielsen Holdings,Peter Chernin,Vimeo,Reuters,Viral video,Comcast,Mistake,Discovery Channel,Al Jazeera controversies and criticism,RCA,Gannett,BeIN Channels Network,Sony Six,D B Corp Ltd.,,india,youtube,broadcast,programming,,television by year,news,tv,,pay television,,united states,launched,television networks by country,media companies by country,network,cable television,television by country,media companies by year of establishment,service,channel,,company,
LDA_c5_g6,5,media,Digital signal,Rock and roll,Module file,Music censorship,Composite video,Music censorship,Raees (soundtrack),Digital Signature Algorithm,History of music,Rock and roll,Digital signal processing,NTSC,Motion graphic design,Typing,Standard (warez),Europeana,Lead vocalist,Digital audio,CD-ROM,Chroma subsampling,Popular music,Mixtape,Digitization,Magnetic tape,Four-leaf clover,Blu-ray Disc recordable,Digital Audio Tape,Cassette tape,Women in music,Radio,Color television,developed,systems,uses,audio,standards,music,standard,video,use,,jazz,moving picture experts group,media formats,software,,,high efficiency video coding,,digital media,media technology,record,electronics,dvd,video,system
kmeans_plain_c2_g12,2,media,BDSM in culture and media,Viral video,YouTube,Creative director,Web series,Max Clifford,Directors Guild of America,Web television,Like button,Celebrity,Location manager,Hotel Transylvania (franchise),Toronto International Film Festival,Channel Awesome,Howard Hughes,Fleischer Studios,Fangoria,Tyler Brûlé,Film director,Uproxx,Executive producer,The Entertainment Capital of the World,Future plc,Best boy,Emma Freud,Sampling (music),Documentary film,Groucho Club,Quiz,Andy Warhol,Mashup (video),entertainment,films,film,filmmaking,film,,jazz,film theory,april,screenplay,youtube,programme,years,broadcasting,music,character,arts,abc,released,,artists,production,features,fox,filmmaking
kmeans_plain_c6_g1,6,media,Atrocity propaganda,VDARE,Ed Schultz,Cause célèbre,Grub Street,Mistake,Afghan War documents leak,Bernie Ward,Big Think,John Stossel,Disconnection,Foreign Affairs,Pulitzer Prize,RYOT,Ars Technica,Cindy Sheehan,Factoid,The Independent,Tom Wheeler,Yellow journalism,Katie Nolan,Newsweek,Al Franken,Terry Moran,Life (magazine),Frank Reynolds,Russia Insider,The Jewish Chronicle,Caitlin Moran,Whistleblower,Pat Robertson,media in the united states,new york times,pulitzer prize,cbs,propaganda,births by decade,times,msnbc,american journalists,president,life,years,isbn,the new york times,reporting,claim,politics of the united states,states,production,abc news,post,war,find,american,
kmeans_plain_c4_g12,4,media,Blu-ray Disc recordable,Four-leaf clover,Still camera,OpenELEC,Digital video,Kodi (software),Video camera,Radio,Holography,Chrominance,Digital signal processor,Niconico,Electronic news-gathering,Hybrid Log-Gamma,Copy protection,Satellite,Digital photography,DVD recordable,Color television,17 (app),Alliance for Open Media,Sound,Digital signal,Video,PlayStation,Digital audio workstation,Chroma subsampling,Avid Technology,High Efficiency Video Coding,TiVo,Television,media technology,video,single,formats,moving picture experts group,audio,developed,systems,video,optical disc,electronics,standard,sensor,information and communications technology,standards,,dvd,develop,high efficiency video coding,uses,tape,digital media,sony,introduce,software
LDA_c6_g2,6,media,Vidme,A&E Networks,Business Wire,All Songs Considered,NBC chimes,Nielsen Media Research,BeIN Media Group,Mega Channel,Inquisitr,Diapers,The Young Turks,Broadcasting contracts in cricket,News18 India,Numeris,ABP News,Tiscali,El Rey Network,Al-Arab News Channel,Ed Schultz,CBS,Paramount Network,Media Matters for America,ABP Ananda,Commercial broadcasting,Telewizja Polska,Blaze Media,Michael Redstone,Rogers Communications,Sumner Redstone,FXX,Virgin TV,television by year,broadcast,tv,network,company,media companies by country,,channel,programming,media companies by year of establishment,,service,,united states,,india,cable television,youtube,,television networks by country,,launched,television by country,news,pay television
kmeans_augmented_c1_g15,1,media,Media richness theory,Facebook like button,Advertising slogan,Electronic media,Visual communication,Typewriter,Media and gender,Political communication,Media literacy,Models of communication,Blog,Media management,USC Annenberg School for Communication and Journalism,Media event,Social media mining,Development communication,Concept testing,Marshall McLuhan,Typing,Digital content,Communications management,Narrowcasting,Marketing,Tamarind,Media manipulation,Publishing,Communication studies,Content (media),Lifestreaming,Niche blogging,History of printing,style,communication studies,form,communication,social media,,character,,studies,society,go,social sciences,behavior,marketing,interview,mass media,,,come,,communication,advertising,media,different,information
kmeans_augmented_c1_g13,1,media,World news,Ideogram,Sponsor (commercial),Information Age,Bleach,Slogan,Old media,Panel discussion,Information explosion,Advertising to children,Overchoice,Multimedia,Mass media,Social media analytics,Audiovisual,Page layout,Media literacy,Article marketing,Photography,Color theory,Inoculation theory,User-generated content,Media manipulation,Media activism,Journalism ethics and standards,Graphic communication,Audience,Audience measurement,Technical writing,Individuation,Public relations,social media,studies,media,information,behavior,communication,,social sciences,go,marketing,,,form,character,come,mass media,advertising,society,,interview,communication studies,communication,different,,style
LDA_c4_g6,4,media,Canon Inc.,Production coordinator,Film scanner,Camera operator,Photography,Print design,Thomson Corporation,Print design,Glossary of motion picture terms,Still camera,Grip (job),Gaffer (filmmaking),Gaffer (filmmaking),Cinematography,Script supervisor,Grip (job),Digital photography,Lighting technician,360-degree video,Camera operator,Holography,Gaffer (filmmaking),Pentax,Cinematography,Print design,Pentax,Best boy,Gaffer (filmmaking),Digital photography,Cinematography,,lists of canadian media,categories by city in canada,dt,screenplay,cbc,filmmaking,lists of media by city in canada,film,television,lists by city in canada,canada-related lists,film crew,cameras,use,image,ctv,,lens,canada,required,light,,,lenses,camera
LDA_c6_g18,6,media,Jawed Karim,CBS,Iraq War documents leak,Punjab Kesari,Eurosport,E!,Sony Aath,Cision,Rush Limbaugh–Sandra Fluke controversy,Bell Media,Xfinity Streampix,Bell Pottinger,Televisión Española,Lmao,RTL Group,Media Matters for America,Prime Video,All Songs Considered,Cox Media Group,ESPN,FXX,UBM plc,Mazhavil Manorama,Canwest,Google Videos,Otter Media,YouTube Rewind 2018: Everyone Controls Rewind,Meredith Corporation,Uproxx,Tribune Publishing,Martha Stewart Living Omnimedia,united states,cable television,,television networks by country,service,programming,company,channel,television by year,network,television by country,,india,,youtube,media companies by country,news,tv,,media companies by year of establishment,broadcast,pay television,,,launched
kmeans_augmented_c5_g13,5,media,Future Shock,Publicist,Mainstream,EMI,Lists of celebrities,Vessel (website),David Lean,Vanilla,Captain Future,Wilhelm scream,Reggae,Jayne Mansfield-Sophia Loren photo,Suspension of disbelief,Demi's Birthday Suit,Entertainment,From The Doctor to my son Thomas,Emma Freud,LGBT rights in Pakistan,Galaxy Science Fiction,VidCon,History of music,Willie Gillis,Gimmick,La Academia,Stock sound effect,Production assistant,Like button,Dolly grip,Publicity stunt,Vimeo,Script supervisor,films,,artists,features,entertainment,entertainment occupations,broadcasting,film,jazz,released,programme,music,arts,youtube,,production,years,screenplay,abc,film,character,april,filmmaking,fox,film theory
