technology_group_id,country,project,technology_article_0,technology_article_1,technology_article_2,technology_article_3,technology_article_4,technology_article_5,technology_article_6,technology_article_7,technology_article_8,technology_article_9,technology_article_10,technology_article_11,technology_article_12,technology_article_13,technology_article_14,technology_article_15,technology_article_16,technology_article_17,technology_article_18,technology_article_19,technology_article_20,technology_article_21,technology_article_22,technology_article_23,technology_article_24,technology_article_25,technology_article_26,technology_article_27,technology_article_28,technology_article_29,technology_article_30,technology_label_0,technology_label_1,technology_label_2,technology_label_3,technology_label_4,technology_label_5,technology_label_6,technology_label_7,technology_label_8,technology_label_9,technology_label_10,technology_label_11,technology_label_12,technology_label_13,technology_label_14,technology_label_15,technology_label_16,technology_label_17,technology_label_18,technology_label_19,technology_label_20,technology_label_21,technology_label_22,technology_label_23,technology_label_24
kmeans_augmented_c3_g11,3,technology,Technical support,SCADA,Load testing,Clarke's three laws,Reliability engineering,Environmental science,Microchip implant (human),Automation,Document management system,Research,Project,Just-in-time manufacturing,Electronic engineering,Medical laboratory,Specification (technical standard),Technological convergence,Proof of concept,Subject-matter expert,Luddite,Forensic science,Diffusion of innovations,Troubleshooting,Educational technology,Aerospace engineering,Technological unemployment,Braces,Environmental engineering,Drake equation,Industrial robot,Analytics,Global issue,introduce,app,information technology,human,university,technological change,technology,society,engineering,computer,science,academic disciplines,information,,technological,number,,main topic classifications,institute,like,innovation,sell,research,management,technology
LDA_c2_g9,2,technology,Incandescent light bulb,Television set,Solar thermal energy,LED lamp,Calipers,Hall effect sensor,Anechoic chamber,Encoder,Wheatstone bridge,Anemometer,Rotary encoder,Seismometer,Ethernet,Button cell,Display device,Electric arc,Plasma display,Surge protector,Coilgun,Bandwidth (computing),Electronic engineering,Fresnel lens,Random-access memory,Holography,Flashlight,Resistance thermometer,Braces,Hard disk drive,Programmable logic controller,Analog signal,Overhead line,signals,magnetic field,electrical components,voltage,alternating current,,,circuit,,design,electricity,devices,device,transistor,signal,power,electronics,electronics,system,frequency,light,,,electrical engineering,electromagnetism
kmeans_plain_c1_g17,1,technology,Temperature measurement,National Institute of Standards and Technology,Photovoltaics,Display device,Angiography,Electronic circuit,Alkaline battery,Limbo,Power electronics,Hyperspectral imaging,Projector,Pulse oximetry,Counter (digital),Integrated circuit,Printed circuit board,Datasheet,Nickel–metal hydride battery,Electrochemical cell,Holography,Electrode,Spectrogram,Galvanic cell,Transcranial magnetic stimulation,Optical microscope,Laser printing,Wheatstone bridge,Logic gate,Crystallography,Solar panel,Proximity sensor,Solenoid,measurement,devices,voltage,bridge,later,signal,,integrated circuit,magnetic field,light,,electrical engineering,application,,image,optical,frequency,optics,electronics,mill,boat,electricity,space,,electron
kmeans_augmented_c3_g26,3,technology,Autonomous car,Environmental engineering,Prototype,Materials science,Robot,Risk,Requirement,Old Town Road,Electronic health record,Graphics,Manufacturing,Kaizen,Technology,Knowledge representation and reasoning,Scientific method,Agricultural engineering,Pharmacology,Nootropic,Architectural engineering,École Polytechnique,Disruptive innovation,Cyber-physical system,ITIL,Information management,Chemical engineering,3D printing,Science and technology in the Philippines,Innovation,Emerging technologies,Image,Technological singularity,number,information,institute,engineering,innovation,computer,like,university,society,app,academic disciplines,technological change,technology,information technology,technological,technology,human,science,introduce,sell,management,main topic classifications,,,research
LDA_c0_g29,0,technology,Android One,Just-in-time manufacturing,Server (computing),Whitney Wolfe Herd,IPod Nano,Miracast,Bumblebee,Jawed Karim,Wi-Fi,Vevo,HTTP Live Streaming,NetApp,Pixel (smartphone),IPod Shuffle,OCLC,Kara Swisher,Tim Berners-Lee,Graphical user interface,Solid-state drive,History of video games,Wi-Fi Direct,Smart card,Google,General Electric,Mobile operating system,Snap Inc.,HP Inc.,High Efficiency Image File Format,Science and technology in India,Laptop,Xamarin,company,apple inc.,united states,,,university,new,services,technology by year,business,technology,companies by industry and year of establishment,service,,mobile phones,,smartphone,wi-fi,android ,research,system,computer-related introductions by year,,,computers
LDA_c0_g11,0,technology,Computer data storage,BlackBerry Limited,Technological convergence,Electronic cigarette,Electric smoking system,Vending machine,Tesla Powerwall,Smartphone,World Wide Web,IPhone,TED (conference),Rooting (Android),Technological singularity,Information technology,BlackBerry,Blockchain,Multimedia,Steam (software),Electronic Data Systems,Anker (electronics),Just-in-time manufacturing,Hewlett-Packard,Internet Archive,Novell,IPod Classic,Ringtone,Rebel Heart Tour,SAP SE,Michele Romanow,Necklace,Microsoft,computers,business,service,research,services,system,,computer-related introductions by year,,university,smartphone,technology,,,companies by industry and year of establishment,apple inc.,android ,technology by year,,new,mobile phones,company,wi-fi,united states,
kmeans_augmented_c4_g27,4,technology,Hewlett-Packard,Multi-core processor,Digital camera,IPhone SE,Smartphone,Arithmetic logic unit,Sony,Wi-Fi Direct,John McAfee,HTTP Live Streaming,IPod Classic,Chief technology officer,Contactless payment,Kara Swisher,American Revolutionary War,OS X Yosemite,Consumer Electronics Show,PlayStation,Microsoft,Oracle Corporation,Computer data storage,Hitachi Magic Wand,Video game,Google Nexus,Verizon Wireless,Radio-frequency identification,GPS navigation device,Graphical user interface,Hyper-threading,NetApp,Windows Phone,support,product introductions by year,computers,announced,company,wi-fi,steam,technology by year,android ,mobile phones,motor,google,released,cut,computer-related introductions by year,smartphone,,users,phone,android,software,building,features,unit,apple inc.
LDA_c0_g35,0,technology,Avaya,Slot machine,ITunes,Global issue,Mobile operating system,Windows Phone,Media (communication),Jawed Karim,Bumblebee,Elon Musk,Fitbit,Post-it Note,IPhone 6S,IBM Personal Computer,Smart grid,Multimedia,Technological convergence,Tesla Powerwall,IEEE 802.11ax,Wi-Fi Direct,Redmi,Technological unemployment,Google,GPS navigation device,FreeBSD,Dell,John McAfee,Intellectual property,DXC Technology,Samsung Galaxy Note series,OCLC,,new,companies by industry and year of establishment,technology by year,technology,,computers,company,,university,android ,service,business,smartphone,services,mobile phones,united states,computer-related introductions by year,,wi-fi,,apple inc.,research,system,
kmeans_augmented_c5_g4,5,technology,Sodium-vapor lamp,Power-line communication,Filter (signal processing),Solar panel,Encoder,Calibration,Proximity sensor,Tesla Powerwall,Surface-mount technology,Surface-mount technology,Stereoscopy,Stereolithography,Thermocouple,Sensor,Anechoic chamber,Night vision,Capacitive sensing,Power electronics,Lidar,Thermographic camera,Braces,Stereolithography,Yagi–Uda antenna,Metrology,Hall effect sensor,Cleanroom,Solenoid,Microelectromechanical systems,Beamforming,Current source,Thermography,space,operation,,later,measurement,devices,optical,,bridge,electricity,voltage,application,optics,magnetic field,signal,transistor,electrical engineering,,semiconductor,light,image,electronics,,frequency,mill
kmeans_augmented_c1_g9,1,technology,Hydraulic press,Cylinder stress,Geothermal power,Personal protective equipment,Polylactic acid,Biodiesel,Condenser (heat transfer),Electrostatic precipitator,Shell and tube heat exchanger,Anodizing,Pressure vessel,Oriented strand board,Ventricular assist device,Bioreactor,Absorption refrigerator,Plastic bag,Algae fuel,Conveyor belt,Cast iron,Engineering fit,Syngas,Flow measurement,Electric heating,Injection moulding,Nebulizer,Boiling water reactor,Wastewater treatment,American Revolutionary War,Electric arc furnace,Spot welding,Carbon sequestration,water,plastic,tube,temperature,processes,manufacturing,fire,,battery,electricity,chemistry,flow,material,pressure,,valve,industrial processes,high,output,materials,building engineering,polymer,metal,process,building materials
kmeans_augmented_c4_g6,4,technology,NetApp,Stingray phone tracker,Bumblebee,Altran,History of video games,Arithmetic logic unit,SCART,Smartphone,Sony,Acer Inc.,Skunkworks project,HDMI,IPhone SE,Citrix Systems,PlayStation Vita,Speech recognition,GameCube,Xamarin,Firmware,Ethernet,Barcode,Telephone exchange,Haptic technology,HBO Go,Pixel (smartphone),Consumer Electronics Show,Hitachi Magic Wand,IPod,Rebel Heart Tour,Vevo,Kara Swisher,wi-fi,,technology by year,phone,software,announced,smartphone,support,users,building,released,android ,mobile phones,features,steam,unit,android,product introductions by year,google,company,motor,cut,computer-related introductions by year,computers,apple inc.
kmeans_plain_c5_g6,5,technology,Exhaust gas,Oxy-fuel welding and cutting,Piping and plumbing fitting,O-ring,Calorimeter,Tensile testing,Francis turbine,American Revolutionary War,Glass production,Composite material,Thermoelectric generator,Anemometer,Fuel cell,Injection moulding,Centrifugal pump,Wind turbine,Oriented strand board,Dangerous goods,Induction heating,Smelting,Drilling rig,Wastewater treatment,Pneumatics,Ice pack,Solenoid valve,Syngas,Biodegradable plastic,Engineering drawing,Inconel,Ultimate tensile strength,Hydraulic press,electricity,valve,chemical engineering,,processes,battery,plastic,fire,temperature,water,material,pressure,flow,materials,output,,manufacturing,building engineering,,industrial processes,process,tube,chemistry,metal,polymer
kmeans_plain_c2_g30,2,technology,Tim Berners-Lee,IBM,Hard disk drive,BlackBerry,Redmi,Multi-core processor,Linux,Mobile payment,Contactless payment,Wired (magazine),X (company),HDMI,Ringtone,Vevo,Magic Leap,OS X Yosemite,Planned obsolescence,BlackBerry Limited,Ringtone,IPod Nano,Avaya,PlayStation,OnePlus One,NetApp,Voice over IP,Radio-frequency identification,Chief technology officer,Hewlett-Packard,Google,Swift (programming language),,software,technology by year,unit,released,motor,google,company,android ,computer-related introductions by year,steam,,announced,computers,services,wi-fi,cut,apple inc.,mobile phones,building,product introductions by year,android,support,users,smartphone,phone
kmeans_augmented_c5_g2,5,technology,Medical imaging,Temperature measurement,7 nanometer,Filter (signal processing),Thermocouple,Time-of-flight camera,Photovoltaics,Power electronics,Accelerometer,Atomic clock,Thin-layer chromatography,Solar cell efficiency,Photoresistor,Power-line communication,Optical microscope,Semiconductor,Magnetic resonance imaging,Ferrite bead,Bumblebee,Scanning tunneling microscope,Measuring instrument,Laser cutting,Three-phase electric power,Spectroscopy,Wavelength-division multiplexing,Telescope,Electronics,Solar cell,Transcranial magnetic stimulation,Induction heating,Lidar,operation,measurement,devices,optics,transistor,light,magnetic field,later,image,electronics,electricity,frequency,mill,,,signal,semiconductor,application,optical,electrical engineering,bridge,space,,,voltage
kmeans_augmented_c5_g8,5,technology,Micrometer,Magnetometer,Mercury-vapor lamp,Induction heating,Solar panel,Biosensor,Tesla Powerwall,Charge-coupled device,Solar cell,Photovoltaic system,Atomic clock,Actuator,Mammography,Passive infrared sensor,Encoder,5 nanometer,Time-of-flight camera,Digital image processing,Wheatstone bridge,Galvanic cell,Schematic,Image sensor,Wavelength-division multiplexing,Fresnel lens,Inkjet printing,LED lamp,Thin-layer chromatography,Semiconductor industry,Thermography,Chromatography,Limbo,electronics,application,frequency,electrical engineering,,semiconductor,mill,transistor,bridge,image,optical,measurement,voltage,later,light,signal,space,,,operation,,magnetic field,devices,electricity,optics
kmeans_augmented_c2_g5,2,technology,Generation IV reactor,Breakwater (structure),Pykrete,Airship,Autocannon,Analog computer,Fat Man,Depth charge,Machine pistol,Amundsen–Scott South Pole Station,Avionics,Bazooka,Ship breaking,Technology during World War I,Coilgun,NASA,Propeller,Railgun,Nuclear electromagnetic pulse,Steam turbine,Booby trap,Heliograph,Torpedo,Jet engine,Braces,Gyroscope,Nuclear weapon design,Naval mine,Joint Direct Attack Munition,Ammunition,Directed-energy weapon,aircraft,ship,military technology,military science,,world war ii,fiber,weapon,british,radar,,particle,,part,weapons,flight,air,aircraft,submarine,force,dry,war,remove,navy,aerospace engineering
kmeans_plain_c6_g26,6,technology,Scientific method,History of technology,Information management,Elon Musk,Research and development,Emerging technologies,Science and technology in India,State of the art,Computer programming,Civil engineering,Troubleshooting,Structural engineering,Safety,Requirement,Technological and industrial history of the United States,Programmer,System administrator,Productivity,Image,Digital Revolution,Electrical grid,E-procurement,Biological engineering,Decentralization,Abdomen,Drake equation,Forensic science,Online advertising,Geek,Blended learning,Technological singularity,,engineering,information technology,sell,research,app,main topic classifications,academic disciplines,management,,innovation,technology,institute,technology,subfields by academic discipline,technological change,human,information,like,technological,university,computer,introduce,number,
LDA_c1_g16,1,technology,Cleanroom,Air fryer,OLED,Shape-memory alloy,Shelf life,Spot welding,Lubricant,3D printing,Induction heating,Food preservation,Electric battery,Elastomer,Candle,Mushroom cloud,Passivation (chemistry),Pyrolysis,Creosote,Carbon dioxide removal,Plasticizer,Serum,Electric heating,Particle board,Bioplastic,Glow stick,Semiconductor,Water treatment,Sanitary sewer,Nonwoven fabric,Drilling rig,Nickel–metal hydride battery,Solar cell,surface,,,material,materials,,industrial processes,polymer,water,,temperature,,metal,chemistry,,materials,process,plastic,glass,,artificial materials,,paper,manufacturing,produce
